date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:13:43	476/476	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2028%20May%202024%2007:07:13%20GMT	https://lacheie.com/cdn/shop/t/2/assets/pubsub.js?v=158357773527763999511713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/pubsub0a5a.js	(from https://lacheie.com/)
00:13:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:44%20GMT	http://lacheie.com/cdn/shop/t/2/assets/global.js?v=106116626045777747121713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/globale99c.js	(from https://lacheie.com/)
00:13:43	35120/35120	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:42:12%20GMT	https://lacheie.com/cdn/shop/t/2/assets/global.js?v=106116626045777747121713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/globale99c.js	(from https://lacheie.com/)
00:13:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:44%20GMT	http://lacheie.com/cdn/shop/t/2/assets/animations.js?v=88693664871331136111713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/animationsc24a.js	(from https://lacheie.com/)
00:13:44	2929/2929	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2028%20Jun%202024%2008:27:32%20GMT	https://lacheie.com/cdn/shop/t/2/assets/animations.js?v=88693664871331136111713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/animationsc24a.js	(from https://lacheie.com/)
00:13:44	4095/4095	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2030%20Jun%202024%2021:13:45%20GMT	https://lacheie.com/checkouts/internal/preloads.js?locale=ro-RO	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/checkouts/internal/preloadsa307.js	(from https://lacheie.com/)
00:13:45	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2030%20Jun%202024%2021:13:45%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=ro-RO&shop_id=82363384131	C:/Users/didas/OneDrive/Desktop/lacheie/shop.app/checkouts/internal/preloads.dde8a.delayed	(from https://lacheie.com/)
00:13:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:45%20GMT	http://lacheie.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://lacheie.com/)
00:13:45	12547/12547	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:35:51%20GMT	https://lacheie.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://lacheie.com/)
00:13:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:46%20GMT	http://lacheie.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://lacheie.com/)
00:13:45	37678/37678	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:53:31%20GMT	https://lacheie.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://lacheie.com/)
00:13:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:46%20GMT	http://lacheie.com/cdn/shop/t/2/compiled_assets/scripts.js?1044	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/compiled_assets/scripts1019.js	(from https://lacheie.com/)
00:13:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:47%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b6.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=8169b161ccea82d808203ccd423657387e102bb23cf8f03d857f2f7c95411c61	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b60d77.woff2	(from https://lacheie.com/)
00:13:46	3263/3263	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2024%20Jun%202024%2021:51:22%20GMT	https://lacheie.com/cdn/shop/t/2/compiled_assets/scripts.js?1044	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/compiled_assets/scripts1019.js	(from https://lacheie.com/)
00:13:46	9128/9128	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2005:15:51%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b6.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=8169b161ccea82d808203ccd423657387e102bb23cf8f03d857f2f7c95411c61	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n4.934accbf9f5987aa89334210e6c1e9151f37d3b60d77.woff2	(from https://lacheie.com/)
00:13:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:47%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c716.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=e79e261c1e892f423b8146fb10aa92d7e2cc5f6fb1f0ffa88b7f8a5c66764fed	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c71618ca.woff	(from https://lacheie.com/)
00:13:47	9124/9124	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2007:37:50%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c716.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=e79e261c1e892f423b8146fb10aa92d7e2cc5f6fb1f0ffa88b7f8a5c66764fed	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n4.ee28d4489eaf5de9cf6e17e696991b5e9148c71618ca.woff	(from https://lacheie.com/)
00:13:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:48%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=01cfadc040f0b46ff4f6aac7b238ce74ca5872a668e85f88adf86ba90b397056	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3fdee8.woff2	(from https://lacheie.com/)
00:13:47	8944/8944	---M--	200	added ('OK')	font/woff2	date:Mon,%2013%20May%202024%2018:19:15%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3f.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=01cfadc040f0b46ff4f6aac7b238ce74ca5872a668e85f88adf86ba90b397056	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n7.58aca33913fc6666cc9e8a53f6b16ec5c3c05a3fdee8.woff2	(from https://lacheie.com/)
00:13:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:48%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d9.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=d590ec0b2b761943d8af5aefb5ae170124aac289627e372c3f873a62e0860a86	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d90d00.woff	(from https://lacheie.com/)
00:13:48	8964/8964	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2008:37:53%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d9.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=d590ec0b2b761943d8af5aefb5ae170124aac289627e372c3f873a62e0860a86	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_n7.59016f931f3f39434d2e458fba083eb7db7a07d90d00.woff	(from https://lacheie.com/)
00:13:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:49%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=85c24c7d54c8dfbf2c9856a299519dfcbacfe7d3fa3f5dd04429457f50d985d4	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c626e.woff2	(from https://lacheie.com/)
00:13:48	10200/10200	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2005:36:39%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=85c24c7d54c8dfbf2c9856a299519dfcbacfe7d3fa3f5dd04429457f50d985d4	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i4.a7e8d886e15d5fb9bc964a53b3278effbf270e9c626e.woff2	(from https://lacheie.com/)
00:13:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:49%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=af0771b6f78026ceba12847bb6c3d63b69c24f2530b9c88041aa47afad0dee98	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d3ff7.woff	(from https://lacheie.com/)
00:13:49	10168/10168	---M--	200	added ('OK')	font/woff2	date:Mon,%2013%20May%202024%2020:52:06%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=af0771b6f78026ceba12847bb6c3d63b69c24f2530b9c88041aa47afad0dee98	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i4.e87de252199e27825a41bf81646996685d86452d3ff7.woff	(from https://lacheie.com/)
00:13:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:50%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc1.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=5fa486e534d72961c06d3f7b68df09334559204c4d7eabf51437a1adc1b8fcb2	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc114ff.woff2	(from https://lacheie.com/)
00:13:49	10100/10100	---M--	200	added ('OK')	font/woff2	date:Mon,%2013%20May%202024%2019:02:52%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc1.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=5fa486e534d72961c06d3f7b68df09334559204c4d7eabf51437a1adc1b8fcb2	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i7.4f85a5d51a1aecf426eea47ac4570ef7341bfdc114ff.woff2	(from https://lacheie.com/)
00:13:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:50%20GMT	http://lacheie.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefe.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=af0889a719de0f487228a508d55e5fe77aa7d1e47e6b25b26a79dc37484cef84	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefeb85c.woff	(from https://lacheie.com/)
00:13:50	10112/10112	---M--	200	added ('OK')	font/woff2	date:Mon,%2013%20May%202024%2020:52:17%20GMT	https://lacheie.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefe.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=af0889a719de0f487228a508d55e5fe77aa7d1e47e6b25b26a79dc37484cef84	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/poppins/poppins_i7.aff3a08a92d1c136586c611b9fc43d357dfbbefeb85c.woff	(from https://lacheie.com/)
00:13:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:51%20GMT	http://lacheie.com/cdn/shop/t/2/assets/base.css?v=151470353026179219821713536012	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/baseb669.css	(from https://lacheie.com/)
00:13:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:51%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-predictive-search.css?v=118923337488134913561713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-predictive-searchceca.css	(from https://lacheie.com/)
00:13:51	66150/66150	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2018:37:29%20GMT	https://lacheie.com/cdn/shop/t/2/assets/base.css?v=151470353026179219821713536012	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/baseb669.css	(from https://lacheie.com/)
00:13:51	4979/4979	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2017:32:56%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-predictive-search.css?v=118923337488134913561713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-predictive-searchceca.css	(from https://lacheie.com/)
00:13:51	11773/11773	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2027%20May%202024%2002:47:00%20GMT	https://cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-parallax.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-parallax.min.js	(from https://lacheie.com/)
00:13:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:52%20GMT	http://cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.css	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.29.delayed	(from https://lacheie.com/)
00:13:52	112027/112027	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20May%202024%2002:47:00%20GMT	https://cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.css	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.css	(from https://lacheie.com/)
00:13:52	4657/4657	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2007:20:49%20GMT	https://cdn.shopify.com/extensions/d8e0a984-8e3a-4720-810f-6d3d954e479c/tapita-seo-speed-78/assets/instantpage.js	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/d8e0a984-8e3a-4720-810f-6d3d954e479c/tapita-seo-speed-78/assets/instantpage.js	(from https://lacheie.com/)
00:13:52	6962/6962	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2024%20Jun%202024%2016:22:31%20GMT	https://cdn.shopify.com/extensions/05506e16-894f-4f03-a8b8-e0c1b0d28c3d/tiktok-pixel-for-adtrace-160/assets/tiktok-pixel.js	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/05506e16-894f-4f03-a8b8-e0c1b0d28c3d/tiktok-pixel-for-adtrace-160/assets/tiktok-pixel.js	(from https://lacheie.com/)
00:13:52	11080/11080	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2027%20May%202024%2002:47:00%20GMT	https://cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/69557aa7-6065-4fbb-82d0-5423092e071e/smind-sections-149/assets/smi-base.min.js	(from https://lacheie.com/)
00:13:53	2205/2205	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20May%202024%2009:56:32%20GMT	https://cdn.shopify.com/extensions/f5c2cc5d-f064-4d09-bb11-d3f2b8d265bb/attrac-3/assets/attrac-embed-bars.js	C:/Users/didas/OneDrive/Desktop/lacheie/cdn.shopify.com/extensions/f5c2cc5d-f064-4d09-bb11-d3f2b8d265bb/attrac-3/assets/attrac-embed-bars.js	(from https://lacheie.com/)
00:13:53	172245/172245	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:4f141c35ac77614653f78fd1a3a0da29%22	https://lacheie.com/POST	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/POST	(from https://lacheie.com/)
00:13:53	37404/37404	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:4f141c35ac77614653f78fd1a3a0da29%22	https://lacheie.com/cdn	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn	(from https://lacheie.com/)
00:13:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:54%20GMT	http://lacheie.com/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.31.delayed	(from https://lacheie.com/)
00:13:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:55%20GMT	http://lacheie.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://lacheie.com/)
00:13:54	116512/116512	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2014%20Jun%202024%2019:46:00%20GMT	https://lacheie.com/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	(from https://lacheie.com/)
00:13:54	8298/8298	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:13:02%20GMT	https://lacheie.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://lacheie.com/)
00:13:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:56%20GMT	http://lacheie.com/cdn/shop/t/2/assets/quantity-popover.css?v=153075665213740339621713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/quantity-popoverf29a.css	(from https://lacheie.com/)
00:13:55	62653/62653	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:25:36%20GMT	https://lacheie.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://lacheie.com/)
00:13:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:56%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-card.css?v=170127402091165654191713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-card9ab0.css	(from https://lacheie.com/)
00:13:56	3000/3000	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2018:15:08%20GMT	https://lacheie.com/cdn/shop/t/2/assets/quantity-popover.css?v=153075665213740339621713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/quantity-popoverf29a.css	(from https://lacheie.com/)
